Date,Year,Month,Geopolitical_Zone,State,Avg_Temp_C,Min_Temp_C,Max_Temp_C,Temp_Range_C,Heat_Stress_Days,Cold_Stress_Days
1990-01-01,1990,1,North-West,Kaduna,20.83,11.28,32.37,21.1,0,0
1990-02-01,1990,2,North-West,Kaduna,21.27,11.68,34.07,22.4,0,0
1990-03-01,1990,3,North-West,Kaduna,24.49,13.93,38.61,24.7,9,0
1990-04-01,1990,4,North-West,Kaduna,27.11,19.67,37.36,17.7,5,0
1990-05-01,1990,5,North-West,Kaduna,24.94,19.8,33.0,13.2,0,0
1990-06-01,1990,6,North-West,Kaduna,24.33,20.37,31.25,10.9,0,0
1990-07-01,1990,7,North-West,Kaduna,23.37,19.14,29.25,10.1,0,0
1990-08-01,1990,8,North-West,Kaduna,23.5,18.85,29.63,10.8,0,0
1990-09-01,1990,9,North-West,Kaduna,23.87,19.31,30.16,10.9,0,0
1990-10-01,1990,10,North-West,Kaduna,23.49,16.05,29.93,13.9,0,0
1990-11-01,1990,11,North-West,Kaduna,22.5,13.28,29.96,16.7,0,0
1990-12-01,1990,12,North-West,Kaduna,22.25,9.67,30.74,21.1,0,0
1991-01-01,1991,1,North-West,Kaduna,20.45,8.89,33.34,24.5,0,0
1991-02-01,1991,2,North-West,Kaduna,24.91,13.16,36.08,22.9,6,0
1991-03-01,1991,3,North-West,Kaduna,26.47,17.15,37.18,20.0,1,0
1991-04-01,1991,4,North-West,Kaduna,26.5,19.77,35.54,15.8,9,0
1991-05-01,1991,5,North-West,Kaduna,24.88,19.55,31.17,11.6,0,0
1991-06-01,1991,6,North-West,Kaduna,24.22,19.62,30.73,11.1,0,0
1991-07-01,1991,7,North-West,Kaduna,23.22,18.52,28.46,9.9,0,0
1991-08-01,1991,8,North-West,Kaduna,22.54,19.15,27.37,8.2,0,0
1991-09-01,1991,9,North-West,Kaduna,23.71,19.18,29.26,10.1,0,0
1991-10-01,1991,10,North-West,Kaduna,23.4,17.74,29.48,11.7,0,0
1991-11-01,1991,11,North-West,Kaduna,20.62,12.67,29.43,16.8,0,0
1991-12-01,1991,12,North-West,Kaduna,18.3,8.92,30.1,21.2,0,0
1992-01-01,1992,1,North-West,Kaduna,18.65,6.85,31.74,24.9,0,0
1992-02-01,1992,2,North-West,Kaduna,21.38,11.78,35.22,23.4,5,0
1992-03-01,1992,3,North-West,Kaduna,26.37,14.72,37.0,22.3,8,0
1992-04-01,1992,4,North-West,Kaduna,26.27,18.94,37.68,18.7,5,0
1992-05-01,1992,5,North-West,Kaduna,24.99,20.6,34.24,13.6,0,0
1992-06-01,1992,6,North-West,Kaduna,24.13,20.23,30.69,10.5,0,0
1992-07-01,1992,7,North-West,Kaduna,22.85,18.74,29.46,10.7,0,0
1992-08-01,1992,8,North-West,Kaduna,22.4,18.16,27.82,9.7,0,0
1992-09-01,1992,9,North-West,Kaduna,23.07,18.33,29.48,11.2,0,0
1992-10-01,1992,10,North-West,Kaduna,23.46,14.66,29.92,15.3,0,0
1992-11-01,1992,11,North-West,Kaduna,20.08,10.47,29.91,19.4,0,0
1992-12-01,1992,12,North-West,Kaduna,18.65,9.54,30.17,20.6,0,0
1993-01-01,1993,1,North-West,Kaduna,17.61,7.56,30.87,23.3,0,0
1993-02-01,1993,2,North-West,Kaduna,22.16,11.4,34.92,23.5,0,0
1993-03-01,1993,3,North-West,Kaduna,24.65,11.79,37.11,25.3,6,0
1993-04-01,1993,4,North-West,Kaduna,26.25,15.82,37.2,21.4,7,0
1993-05-01,1993,5,North-West,Kaduna,25.41,20.9,32.31,11.4,0,0
1993-06-01,1993,6,North-West,Kaduna,24.13,19.26,31.11,11.8,0,0
1993-07-01,1993,7,North-West,Kaduna,23.32,19.12,30.13,11.0,0,0
1993-08-01,1993,8,North-West,Kaduna,23.06,19.23,28.69,9.5,0,0
1993-09-01,1993,9,North-West,Kaduna,23.5,18.74,29.64,10.9,0,0
1993-10-01,1993,10,North-West,Kaduna,23.79,15.14,30.03,14.9,0,0
1993-11-01,1993,11,North-West,Kaduna,22.38,13.81,30.53,16.7,0,0
1993-12-01,1993,12,North-West,Kaduna,19.29,10.11,29.96,19.8,0,0
1994-01-01,1994,1,North-West,Kaduna,19.99,8.64,31.99,23.3,0,0
1994-02-01,1994,2,North-West,Kaduna,21.51,10.8,34.08,23.3,0,0
1994-03-01,1994,3,North-West,Kaduna,25.73,15.75,37.79,22.0,2,0
1994-04-01,1994,4,North-West,Kaduna,26.02,18.07,37.61,19.5,2,0
1994-05-01,1994,5,North-West,Kaduna,25.1,18.79,34.46,15.7,0,0
1994-06-01,1994,6,North-West,Kaduna,24.08,19.61,29.65,10.0,0,0
1994-07-01,1994,7,North-West,Kaduna,22.88,18.96,28.66,9.7,0,0
1994-08-01,1994,8,North-West,Kaduna,22.27,17.84,27.9,10.1,0,0
1994-09-01,1994,9,North-West,Kaduna,23.06,19.04,29.27,10.2,0,0
1994-10-01,1994,10,North-West,Kaduna,23.46,17.57,29.25,11.7,0,0
1994-11-01,1994,11,North-West,Kaduna,19.65,11.25,28.79,17.5,0,0
1994-12-01,1994,12,North-West,Kaduna,16.79,8.1,28.55,20.5,0,0
1995-01-01,1995,1,North-West,Kaduna,18.7,10.2,29.64,19.4,0,0
1995-02-01,1995,2,North-West,Kaduna,20.77,11.5,34.08,22.6,0,0
1995-03-01,1995,3,North-West,Kaduna,25.21,14.77,37.19,22.4,3,0
1995-04-01,1995,4,North-West,Kaduna,26.06,17.13,36.61,19.5,1,0
1995-05-01,1995,5,North-West,Kaduna,25.02,20.47,33.31,12.8,0,0
1995-06-01,1995,6,North-West,Kaduna,24.24,19.77,31.38,11.6,0,0
1995-07-01,1995,7,North-West,Kaduna,23.36,19.34,28.49,9.1,0,0
1995-08-01,1995,8,North-West,Kaduna,23.19,18.71,28.56,9.8,0,0
1995-09-01,1995,9,North-West,Kaduna,23.81,19.27,29.58,10.3,0,0
1995-10-01,1995,10,North-West,Kaduna,23.62,18.25,29.45,11.2,0,0
1995-11-01,1995,11,North-West,Kaduna,19.89,11.43,29.69,18.3,0,0
1995-12-01,1995,12,North-West,Kaduna,19.62,11.21,29.68,18.5,0,0
1996-01-01,1996,1,North-West,Kaduna,20.46,10.25,31.96,21.7,0,0
1996-02-01,1996,2,North-West,Kaduna,22.89,12.17,34.84,22.7,0,0
1996-03-01,1996,3,North-West,Kaduna,25.49,14.37,36.31,21.9,7,0
1996-04-01,1996,4,North-West,Kaduna,26.65,17.48,36.69,19.2,0,0
1996-05-01,1996,5,North-West,Kaduna,25.32,21.07,34.08,13.0,0,0
1996-06-01,1996,6,North-West,Kaduna,24.2,20.09,30.76,10.7,0,0
1996-07-01,1996,7,North-West,Kaduna,23.18,19.26,29.34,10.1,0,0
1996-08-01,1996,8,North-West,Kaduna,22.96,17.7,27.98,10.3,0,0
1996-09-01,1996,9,North-West,Kaduna,23.4,19.25,29.22,10.0,0,0
1996-10-01,1996,10,North-West,Kaduna,22.75,13.55,29.56,16.0,0,0
1996-11-01,1996,11,North-West,Kaduna,18.72,11.19,28.08,16.9,0,0
1996-12-01,1996,12,North-West,Kaduna,18.91,10.23,28.77,18.5,0,0
1997-01-01,1997,1,North-West,Kaduna,19.95,9.79,30.3,20.5,0,0
1997-02-01,1997,2,North-West,Kaduna,19.57,10.04,33.72,23.7,0,0
1997-03-01,1997,3,North-West,Kaduna,24.23,13.92,36.09,22.2,8,0
1997-04-01,1997,4,North-West,Kaduna,25.37,14.17,35.6,21.4,9,0
1997-05-01,1997,5,North-West,Kaduna,24.74,19.53,31.17,11.6,0,0
1997-06-01,1997,6,North-West,Kaduna,24.33,19.27,30.13,10.9,0,0
1997-07-01,1997,7,North-West,Kaduna,23.72,19.32,29.38,10.1,0,0
1997-08-01,1997,8,North-West,Kaduna,23.57,18.52,29.26,10.7,0,0
1997-09-01,1997,9,North-West,Kaduna,24.18,19.87,30.4,10.5,0,0
1997-10-01,1997,10,North-West,Kaduna,24.53,18.91,30.91,12.0,0,0
1997-11-01,1997,11,North-West,Kaduna,22.06,12.86,30.21,17.4,0,0
1997-12-01,1997,12,North-West,Kaduna,18.89,9.57,29.51,19.9,0,0
1998-01-01,1998,1,North-West,Kaduna,18.89,8.23,34.66,26.4,0,0
1998-02-01,1998,2,North-West,Kaduna,22.97,13.33,36.43,23.1,9,0
1998-03-01,1998,3,North-West,Kaduna,25.37,14.42,37.91,23.5,1,0
1998-04-01,1998,4,North-West,Kaduna,27.35,18.98,38.49,19.5,0,0
1998-05-01,1998,5,North-West,Kaduna,25.98,21.65,31.88,10.2,0,0
1998-06-01,1998,6,North-West,Kaduna,24.79,20.09,31.79,11.7,0,0
1998-07-01,1998,7,North-West,Kaduna,23.63,19.41,29.15,9.7,0,0
1998-08-01,1998,8,North-West,Kaduna,23.39,19.54,29.52,10.0,0,0
1998-09-01,1998,9,North-West,Kaduna,23.73,19.75,29.99,10.2,0,0
1998-10-01,1998,10,North-West,Kaduna,23.83,15.3,30.26,15.0,0,0
1998-11-01,1998,11,North-West,Kaduna,21.07,13.65,29.96,16.3,0,0
1998-12-01,1998,12,North-West,Kaduna,19.22,10.4,30.11,19.7,0,0
1999-01-01,1999,1,North-West,Kaduna,20.13,9.37,32.65,23.3,0,0
1999-02-01,1999,2,North-West,Kaduna,23.66,13.35,35.61,22.3,3,0
1999-03-01,1999,3,North-West,Kaduna,26.87,16.79,38.5,21.7,1,0
1999-04-01,1999,4,North-West,Kaduna,27.35,18.37,39.05,20.7,5,0
1999-05-01,1999,5,North-West,Kaduna,26.93,19.4,37.85,18.5,4,0
1999-06-01,1999,6,North-West,Kaduna,25.2,18.82,34.42,15.6,0,0
1999-07-01,1999,7,North-West,Kaduna,23.46,19.52,29.74,10.2,0,0
1999-08-01,1999,8,North-West,Kaduna,22.74,17.53,29.12,11.6,0,0
1999-09-01,1999,9,North-West,Kaduna,24.18,18.85,32.15,13.3,0,0
1999-10-01,1999,10,North-West,Kaduna,24.49,15.97,33.38,17.4,0,0
1999-11-01,1999,11,North-West,Kaduna,24.06,14.15,34.3,20.2,0,0
1999-12-01,1999,12,North-West,Kaduna,22.26,12.57,33.85,21.3,0,0
2000-01-01,2000,1,North-West,Kaduna,24.22,13.29,37.28,24.0,1,0
2000-02-01,2000,2,North-West,Kaduna,23.43,12.49,37.12,24.6,1,0
2000-03-01,2000,3,North-West,Kaduna,27.08,16.34,40.42,24.1,3,0
2000-04-01,2000,4,North-West,Kaduna,29.7,19.2,41.16,22.0,3,0
2000-05-01,2000,5,North-West,Kaduna,28.09,20.58,40.29,19.7,0,0
2000-06-01,2000,6,North-West,Kaduna,24.06,19.9,30.37,10.5,0,0
2000-07-01,2000,7,North-West,Kaduna,23.18,18.1,28.8,10.7,0,0
2000-08-01,2000,8,North-West,Kaduna,23.35,18.61,28.27,9.7,0,0
2000-09-01,2000,9,North-West,Kaduna,23.69,19.12,29.8,10.7,0,0
2000-10-01,2000,10,North-West,Kaduna,23.31,15.29,30.06,14.8,0,0
2000-11-01,2000,11,North-West,Kaduna,20.64,11.07,29.62,18.6,0,0
2000-12-01,2000,12,North-West,Kaduna,18.13,9.14,29.44,20.3,0,0
2001-01-01,2001,1,North-West,Kaduna,17.52,8.88,30.44,21.6,0,0
2001-02-01,2001,2,North-West,Kaduna,20.18,9.24,34.36,25.1,0,0
2001-03-01,2001,3,North-West,Kaduna,25.0,13.4,36.47,23.1,4,0
2001-04-01,2001,4,North-West,Kaduna,26.05,15.93,36.47,20.5,2,0
2001-05-01,2001,5,North-West,Kaduna,25.63,19.15,34.18,15.0,0,0
2001-06-01,2001,6,North-West,Kaduna,24.18,20.07,30.62,10.6,0,0
2001-07-01,2001,7,North-West,Kaduna,23.53,19.31,29.77,10.5,0,0
2001-08-01,2001,8,North-West,Kaduna,23.46,19.47,28.91,9.4,0,0
2001-09-01,2001,9,North-West,Kaduna,23.72,18.97,29.83,10.9,0,0
2001-10-01,2001,10,North-West,Kaduna,22.62,13.33,29.88,16.5,0,0
2001-11-01,2001,11,North-West,Kaduna,20.1,10.65,30.0,19.4,0,0
2001-12-01,2001,12,North-West,Kaduna,19.78,10.7,31.36,20.7,0,0
2002-01-01,2002,1,North-West,Kaduna,18.93,8.45,32.23,23.8,0,0
2002-02-01,2002,2,North-West,Kaduna,22.87,12.23,37.04,24.8,7,0
2002-03-01,2002,3,North-West,Kaduna,26.69,17.26,38.9,21.6,5,0
2002-04-01,2002,4,North-West,Kaduna,26.71,17.82,38.96,21.1,4,0
2002-05-01,2002,5,North-West,Kaduna,25.95,20.44,35.47,15.0,2,0
2002-06-01,2002,6,North-West,Kaduna,24.17,20.05,30.49,10.4,0,0
2002-07-01,2002,7,North-West,Kaduna,24.06,19.4,30.58,11.2,0,0
2002-08-01,2002,8,North-West,Kaduna,23.64,19.09,29.59,10.5,0,0
2002-09-01,2002,9,North-West,Kaduna,23.88,19.44,30.67,11.2,0,0
2002-10-01,2002,10,North-West,Kaduna,23.2,15.06,30.46,15.4,0,0
2002-11-01,2002,11,North-West,Kaduna,20.87,10.98,29.69,18.7,0,0
2002-12-01,2002,12,North-West,Kaduna,18.76,7.59,30.75,23.2,0,0
2003-01-01,2003,1,North-West,Kaduna,19.68,8.82,32.26,23.4,0,0
2003-02-01,2003,2,North-West,Kaduna,24.1,13.46,35.62,22.2,4,0
2003-03-01,2003,3,North-West,Kaduna,25.76,16.46,37.88,21.4,3,0
2003-04-01,2003,4,North-West,Kaduna,26.73,17.2,38.9,21.7,0,0
2003-05-01,2003,5,North-West,Kaduna,26.55,17.67,37.18,19.5,4,0
2003-06-01,2003,6,North-West,Kaduna,24.74,19.32,32.44,13.1,0,0
2003-07-01,2003,7,North-West,Kaduna,23.81,19.14,30.0,10.9,0,0
2003-08-01,2003,8,North-West,Kaduna,23.49,19.3,29.05,9.8,0,0
2003-09-01,2003,9,North-West,Kaduna,23.92,19.08,30.67,11.6,0,0
2003-10-01,2003,10,North-West,Kaduna,24.56,17.16,31.23,14.1,0,0
2003-11-01,2003,11,North-West,Kaduna,22.02,12.37,30.69,18.3,0,0
2003-12-01,2003,12,North-West,Kaduna,20.12,9.93,30.97,21.0,0,0
2004-01-01,2004,1,North-West,Kaduna,21.95,13.1,33.82,20.7,0,0
2004-02-01,2004,2,North-West,Kaduna,23.66,12.57,36.58,24.0,8,0
2004-03-01,2004,3,North-West,Kaduna,26.44,15.05,39.98,24.9,6,0
2004-04-01,2004,4,North-West,Kaduna,28.32,21.09,39.56,18.5,7,0
2004-05-01,2004,5,North-West,Kaduna,25.22,20.79,34.06,13.3,0,0
2004-06-01,2004,6,North-West,Kaduna,24.79,19.72,31.76,12.0,0,0
2004-07-01,2004,7,North-West,Kaduna,24.38,19.51,32.69,13.2,0,0
2004-08-01,2004,8,North-West,Kaduna,23.96,18.86,31.51,12.7,0,0
2004-09-01,2004,9,North-West,Kaduna,24.69,19.8,32.53,12.7,0,0
2004-10-01,2004,10,North-West,Kaduna,26.12,17.71,36.09,18.4,6,0
2004-11-01,2004,11,North-West,Kaduna,25.72,16.76,37.58,20.8,3,0
2004-12-01,2004,12,North-West,Kaduna,24.62,14.92,36.18,21.3,2,0
2005-01-01,2005,1,North-West,Kaduna,22.75,10.82,37.56,26.7,6,0
2005-02-01,2005,2,North-West,Kaduna,28.52,17.7,40.11,22.4,2,0
2005-03-01,2005,3,North-West,Kaduna,29.72,19.33,40.9,21.6,1,0
2005-04-01,2005,4,North-West,Kaduna,29.27,20.08,40.55,20.5,5,0
2005-05-01,2005,5,North-West,Kaduna,27.97,21.33,39.76,18.4,2,0
2005-06-01,2005,6,North-West,Kaduna,25.92,20.45,36.74,16.3,5,0
2005-07-01,2005,7,North-West,Kaduna,24.51,18.91,33.12,14.2,0,0
2005-08-01,2005,8,North-West,Kaduna,24.09,18.84,31.69,12.8,0,0
2005-09-01,2005,9,North-West,Kaduna,24.57,19.27,30.67,11.4,0,0
2005-10-01,2005,10,North-West,Kaduna,24.55,15.54,32.44,16.9,0,0
2005-11-01,2005,11,North-West,Kaduna,23.77,14.32,35.92,21.6,9,0
2005-12-01,2005,12,North-West,Kaduna,24.14,14.69,35.94,21.2,9,0
2006-01-01,2006,1,North-West,Kaduna,25.79,15.32,37.33,22.0,0,0
2006-02-01,2006,2,North-West,Kaduna,27.9,17.37,38.4,21.0,0,0
2006-03-01,2006,3,North-West,Kaduna,28.29,17.35,40.25,22.9,4,0
2006-04-01,2006,4,North-West,Kaduna,28.96,16.41,40.22,23.8,3,0
2006-05-01,2006,5,North-West,Kaduna,27.25,21.27,38.84,17.6,2,0
2006-06-01,2006,6,North-West,Kaduna,26.81,20.65,36.61,16.0,5,0
2006-07-01,2006,7,North-West,Kaduna,25.74,20.58,34.68,14.1,0,0
2006-08-01,2006,8,North-West,Kaduna,23.95,19.36,34.49,15.1,0,0
2006-09-01,2006,9,North-West,Kaduna,23.88,18.99,30.2,11.2,0,0
2006-10-01,2006,10,North-West,Kaduna,25.33,16.74,32.46,15.7,0,0
2006-11-01,2006,11,North-West,Kaduna,22.52,11.72,33.52,21.8,0,0
2006-12-01,2006,12,North-West,Kaduna,21.17,10.15,33.92,23.8,0,0
2007-01-01,2007,1,North-West,Kaduna,21.12,10.19,36.96,26.8,7,0
2007-02-01,2007,2,North-West,Kaduna,25.72,14.86,37.64,22.8,3,0
2007-03-01,2007,3,North-West,Kaduna,27.85,16.57,40.94,24.4,9,0
2007-04-01,2007,4,North-West,Kaduna,28.51,20.63,39.72,19.1,0,0
2007-05-01,2007,5,North-West,Kaduna,27.08,21.48,35.93,14.4,7,0
2007-06-01,2007,6,North-West,Kaduna,24.54,20.42,31.23,10.8,0,0
2007-07-01,2007,7,North-West,Kaduna,23.49,19.55,28.98,9.4,0,0
2007-08-01,2007,8,North-West,Kaduna,22.99,19.2,28.26,9.1,0,0
2007-09-01,2007,9,North-West,Kaduna,23.78,18.86,30.95,12.1,0,0
2007-10-01,2007,10,North-West,Kaduna,23.93,16.37,30.81,14.4,0,0
2007-11-01,2007,11,North-West,Kaduna,21.8,13.4,31.48,18.1,0,0
2007-12-01,2007,12,North-West,Kaduna,19.74,9.33,30.9,21.6,0,0
2008-01-01,2008,1,North-West,Kaduna,19.22,8.6,31.09,22.5,0,0
2008-02-01,2008,2,North-West,Kaduna,21.7,11.77,35.59,23.8,0,0
2008-03-01,2008,3,North-West,Kaduna,27.07,16.5,39.19,22.7,7,0
2008-04-01,2008,4,North-West,Kaduna,27.81,17.55,39.16,21.6,7,0
2008-05-01,2008,5,North-West,Kaduna,27.32,21.06,38.26,17.2,9,0
2008-06-01,2008,6,North-West,Kaduna,25.51,19.29,36.7,17.4,4,0
2008-07-01,2008,7,North-West,Kaduna,23.71,18.42,30.17,11.8,0,0
2008-08-01,2008,8,North-West,Kaduna,23.22,18.92,28.98,10.1,0,0
2008-09-01,2008,9,North-West,Kaduna,23.9,19.12,30.19,11.1,0,0
2008-10-01,2008,10,North-West,Kaduna,23.71,14.68,30.55,15.9,0,0
2008-11-01,2008,11,North-West,Kaduna,21.38,12.97,31.84,18.9,0,0
2008-12-01,2008,12,North-West,Kaduna,21.6,12.08,32.08,20.0,0,0
2009-01-01,2009,1,North-West,Kaduna,23.21,13.29,35.22,21.9,9,0
2009-02-01,2009,2,North-West,Kaduna,25.56,14.83,37.07,22.2,5,0
2009-03-01,2009,3,North-West,Kaduna,27.71,16.86,39.49,22.6,0,0
2009-04-01,2009,4,North-West,Kaduna,27.63,21.0,38.56,17.6,9,0
2009-05-01,2009,5,North-West,Kaduna,26.49,20.77,36.17,15.4,9,0
2009-06-01,2009,6,North-West,Kaduna,25.21,19.59,37.34,17.8,5,0
2009-07-01,2009,7,North-West,Kaduna,24.22,19.25,31.35,12.1,0,0
2009-08-01,2009,8,North-West,Kaduna,23.85,19.73,29.49,9.8,0,0
2009-09-01,2009,9,North-West,Kaduna,24.27,19.16,31.14,12.0,0,0
2009-10-01,2009,10,North-West,Kaduna,24.64,19.53,32.82,13.3,0,0
2009-11-01,2009,11,North-West,Kaduna,23.87,13.44,33.71,20.3,0,0
2009-12-01,2009,12,North-West,Kaduna,23.0,11.61,35.18,23.6,8,0
2010-01-01,2010,1,North-West,Kaduna,24.42,12.34,38.06,25.7,9,0
2010-02-01,2010,2,North-West,Kaduna,27.45,15.14,40.13,25.0,8,0
2010-03-01,2010,3,North-West,Kaduna,27.96,17.55,39.47,21.9,1,0
2010-04-01,2010,4,North-West,Kaduna,28.95,19.14,40.98,21.8,1,0
2010-05-01,2010,5,North-West,Kaduna,27.26,22.22,36.63,14.4,5,0
2010-06-01,2010,6,North-West,Kaduna,25.48,20.35,33.16,12.8,0,0
2010-07-01,2010,7,North-West,Kaduna,23.33,19.4,29.94,10.5,0,0
2010-08-01,2010,8,North-West,Kaduna,23.2,19.1,29.2,10.1,0,0
2010-09-01,2010,9,North-West,Kaduna,23.62,19.57,28.97,9.4,0,0
2010-10-01,2010,10,North-West,Kaduna,24.23,17.82,30.93,13.1,0,0
2010-11-01,2010,11,North-West,Kaduna,23.03,12.97,31.27,18.3,0,0
2010-12-01,2010,12,North-West,Kaduna,19.76,9.67,30.94,21.3,0,0
2011-01-01,2011,1,North-West,Kaduna,20.42,9.84,35.31,25.5,0,0
2011-02-01,2011,2,North-West,Kaduna,25.86,15.08,37.13,22.1,2,0
2011-03-01,2011,3,North-West,Kaduna,27.78,16.96,39.2,22.2,4,0
2011-04-01,2011,4,North-West,Kaduna,28.35,18.64,39.93,21.3,7,0
2011-05-01,2011,5,North-West,Kaduna,26.62,20.72,37.38,16.7,7,0
2011-06-01,2011,6,North-West,Kaduna,25.62,20.6,35.06,14.5,1,0
2011-07-01,2011,7,North-West,Kaduna,24.43,19.63,32.99,13.4,0,0
2011-08-01,2011,8,North-West,Kaduna,23.59,18.38,29.27,10.9,0,0
2011-09-01,2011,9,North-West,Kaduna,23.7,18.97,29.68,10.7,0,0
2011-10-01,2011,10,North-West,Kaduna,24.32,14.58,31.28,16.7,0,0
2011-11-01,2011,11,North-West,Kaduna,21.7,11.17,31.74,20.6,0,0
2011-12-01,2011,12,North-West,Kaduna,20.39,10.46,32.93,22.5,0,0
2012-01-01,2012,1,North-West,Kaduna,22.14,11.23,35.5,24.3,1,0
2012-02-01,2012,2,North-West,Kaduna,26.3,15.16,37.72,22.6,8,0
2012-03-01,2012,3,North-West,Kaduna,27.31,18.26,38.34,20.1,5,0
2012-04-01,2012,4,North-West,Kaduna,28.07,21.03,39.44,18.4,1,0
2012-05-01,2012,5,North-West,Kaduna,25.54,20.25,37.29,17.0,6,0
2012-06-01,2012,6,North-West,Kaduna,24.07,18.97,31.03,12.1,0,0
2012-07-01,2012,7,North-West,Kaduna,23.33,18.54,28.55,10.0,0,0
2012-08-01,2012,8,North-West,Kaduna,22.89,18.84,29.61,10.8,0,0
2012-09-01,2012,9,North-West,Kaduna,23.36,18.85,28.77,9.9,0,0
2012-10-01,2012,10,North-West,Kaduna,24.38,16.82,30.66,13.8,0,0
2012-11-01,2012,11,North-West,Kaduna,22.2,13.35,30.58,17.2,0,0
2012-12-01,2012,12,North-West,Kaduna,19.34,8.83,30.38,21.5,0,0
2013-01-01,2013,1,North-West,Kaduna,21.09,10.18,33.39,23.2,0,0
2013-02-01,2013,2,North-West,Kaduna,23.85,10.17,37.56,27.4,4,0
2013-03-01,2013,3,North-West,Kaduna,26.93,17.99,37.27,19.3,8,0
2013-04-01,2013,4,North-West,Kaduna,27.87,20.76,38.93,18.2,7,0
2013-05-01,2013,5,North-West,Kaduna,26.98,21.05,35.59,14.5,1,0
2013-06-01,2013,6,North-West,Kaduna,25.34,20.54,33.91,13.4,0,0
2013-07-01,2013,7,North-West,Kaduna,24.22,19.8,32.21,12.4,0,0
2013-08-01,2013,8,North-West,Kaduna,23.18,18.38,29.11,10.7,0,0
2013-09-01,2013,9,North-West,Kaduna,24.08,18.45,31.38,12.9,0,0
2013-10-01,2013,10,North-West,Kaduna,24.71,16.39,34.58,18.2,0,0
2013-11-01,2013,11,North-West,Kaduna,25.35,15.57,35.83,20.3,0,0
2013-12-01,2013,12,North-West,Kaduna,24.03,10.9,35.97,25.1,9,0
2014-01-01,2014,1,North-West,Kaduna,24.9,14.74,36.71,22.0,4,0
2014-02-01,2014,2,North-West,Kaduna,26.65,16.36,38.48,22.1,9,0
2014-03-01,2014,3,North-West,Kaduna,28.84,17.34,40.41,23.1,0,0
2014-04-01,2014,4,North-West,Kaduna,28.16,20.74,40.19,19.4,4,0
2014-05-01,2014,5,North-West,Kaduna,26.96,20.35,38.03,17.7,2,0
2014-06-01,2014,6,North-West,Kaduna,25.57,20.49,35.12,14.6,5,0
2014-07-01,2014,7,North-West,Kaduna,24.28,19.84,32.15,12.3,0,0
2014-08-01,2014,8,North-West,Kaduna,23.22,18.63,28.81,10.2,0,0
2014-09-01,2014,9,North-West,Kaduna,23.74,19.09,29.97,10.9,0,0
2014-10-01,2014,10,North-West,Kaduna,24.36,14.9,31.7,16.8,0,0
2014-11-01,2014,11,North-West,Kaduna,23.16,12.69,32.93,20.2,0,0
2014-12-01,2014,12,North-West,Kaduna,21.66,11.16,32.91,21.7,0,0
2015-01-01,2015,1,North-West,Kaduna,20.8,7.52,35.48,28.0,9,0
2015-02-01,2015,2,North-West,Kaduna,26.94,17.24,37.83,20.6,0,0
2015-03-01,2015,3,North-West,Kaduna,28.05,17.56,38.99,21.4,4,0
2015-04-01,2015,4,North-West,Kaduna,28.7,17.29,40.89,23.6,3,0
2015-05-01,2015,5,North-West,Kaduna,28.77,20.49,40.16,19.7,7,0
2015-06-01,2015,6,North-West,Kaduna,25.97,19.82,35.69,15.9,1,0
2015-07-01,2015,7,North-West,Kaduna,24.24,18.09,32.04,14.0,0,0
2015-08-01,2015,8,North-West,Kaduna,23.64,19.72,29.31,9.6,0,0
2015-09-01,2015,9,North-West,Kaduna,24.14,18.3,30.24,11.9,0,0
2015-10-01,2015,10,North-West,Kaduna,24.92,17.95,31.36,13.4,0,0
2015-11-01,2015,11,North-West,Kaduna,21.53,12.04,30.42,18.4,0,0
2015-12-01,2015,12,North-West,Kaduna,16.96,8.08,28.28,20.2,0,0
2016-01-01,2016,1,North-West,Kaduna,19.15,9.0,32.98,24.0,0,0
2016-02-01,2016,2,North-West,Kaduna,23.26,10.57,37.49,26.9,1,0
2016-03-01,2016,3,North-West,Kaduna,28.61,19.2,39.4,20.2,6,0
2016-04-01,2016,4,North-West,Kaduna,27.16,17.62,37.61,20.0,4,0
2016-05-01,2016,5,North-West,Kaduna,26.36,19.92,37.11,17.2,8,0
2016-06-01,2016,6,North-West,Kaduna,24.78,19.35,33.2,13.8,0,0
2016-07-01,2016,7,North-West,Kaduna,23.77,19.71,30.03,10.3,0,0
2016-08-01,2016,8,North-West,Kaduna,23.61,19.22,29.13,9.9,0,0
2016-09-01,2016,9,North-West,Kaduna,23.91,19.47,29.94,10.5,0,0
2016-10-01,2016,10,North-West,Kaduna,24.26,15.5,30.76,15.3,0,0
2016-11-01,2016,11,North-West,Kaduna,22.75,13.51,31.52,18.0,0,0
2016-12-01,2016,12,North-West,Kaduna,20.98,12.44,31.74,19.3,0,0
2017-01-01,2017,1,North-West,Kaduna,22.25,12.2,34.05,21.8,0,0
2017-02-01,2017,2,North-West,Kaduna,23.14,14.08,36.95,22.9,6,0
2017-03-01,2017,3,North-West,Kaduna,27.39,15.35,39.6,24.2,1,0
2017-04-01,2017,4,North-West,Kaduna,28.59,20.55,39.15,18.6,1,0
2017-05-01,2017,5,North-West,Kaduna,25.91,20.45,35.29,14.8,7,0
2017-06-01,2017,6,North-West,Kaduna,24.96,19.88,32.98,13.1,0,0
2017-07-01,2017,7,North-West,Kaduna,23.72,19.61,29.07,9.5,0,0
